"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ZUFV7XPN","journalArticle","2013","Tadros, George; Ormerod, Sara; Dobson-Smyth, Penny; Gallon, Mark; Doherty, Donna; Carryer, Angela; Oyebode, Jan; Kingston, Paul","The management of behavioural and psychological symptoms of dementia in residential homes: does Tai Chi have any role for people with dementia?","Dementia (London, England)","","1741-2684","10.1177/1471301211422769","","Dementia is a common illness that is increasing in frequency and set to challenge the resources and expertise of health and social care services over the coming years. Increasingly, there has been interest in the management of behavioural and psychological symptoms of dementia (BPSD), as they are both common and associated with a range of negative outcomes. BPSD are associated with the admission of people with dementia to care homes. Limited resources and lack of knowledge in permanent care settings often lead to BPSD being managed with antipsychotic medications, which are associated with significant morbidity and mortality. There is evidence for the benefits of exercise within care home settings, although only a few studies include those with cognitive impairment. Tai Chi is a mind-body exercise combining relaxed physical movement and meditation, and has been suggested to have many health benefits. This article discusses the rationale and available options for treating BPSD and the current practice and reviews the literature regarding the benefits of exercise and, in particular, Tai Chi in the management of BPSD.","41334","41992.04581018518","41992.04581018518","","268-279","","2","12","","Dementia (London)","The management of behavioural and psychological symptoms of dementia in residential homes","","","","","","","eng","","","","","NCBI PubMed","","PMID: 24336773","","","http://www.ncbi.nlm.nih.gov/pubmed/24336773","","Aged; Dementia; Homes for the Aged; Humans; Nursing Homes; Qigong; Tai Ji","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5UIB6IJ7","journalArticle","2013","Sakakibara, Toshihiko; Wang, Zhuo; Paholpak, Permsak; Kosuwon, Weerachai; Oo, Myint; Kasai, Yuichi","A comparison of chronic pain prevalence in Japan, Thailand, and myanmar","Pain Physician","","2150-1149","","","BACKGROUND: Pain has been regarded as important in the improvement of quality of life (QOL). In the advanced countries of Europe and the North America, a number of large-scale epidemiological surveys on pain, particularly chronic pain, have thus been performed in general populations. However, few epidemiological surveys of chronic pain have been reported from developing countries, and no surveys appear to have examined chronic pain in the least developed countries. OBJECTIVES: To compare the incidence of chronic pain in Asian countries, using Japan as an advanced country, Thailand as a developing country, and Myanmar as one of the least developed countries. STUDY DESIGN: Cross-sectional study in 4 hospitals. SETTING: A university hospital and a general hospital in Japan, a university hospital in Thailand, and a general hospital in Myanmar. METHODS: Patients were 1,000 nursing staff working in Japan, 448 nursing staff working in Thailand, and 405 nursing staff working in Myanmar. The survey was performed by requesting all nursing staff to anonymously answer the questionnaire. Data were used to calculate chronic pain prevalence, pain site, presence or absence of consultation with doctors, methods of handling pain other than consultation with doctors, and whether pain was controlled for each country. The results were then compared between countries. RESULTS: The prevalence of chronic pain in Myanmar was 5.9%, which was significantly lower (P < 0.01) than in Japan (17.5%) or Thailand (19.9%). The most frequent pain sites were the lower back, head, and shoulders in Japan, and the shoulders, ankle, upper back, and head in Thailand, whereas in Myanmar, no clear certain tendencies were observed. The most frequent method for handling pain other than consultation with doctors was over-the-counter drugs in Japan, massage in Thailand, and relaxation therapy (meditation) in Myanmar. LIMITATIONS: Limitations of this study were the cross-sectional design study, the small number of hospitals included, the limitation of patients to nursing staff, and the omission from the questionnaire of questions regarding body height and weight, working situation, family background, trauma history, sports activity history, smoking history, psychological/character tests, QOL, and pain levels of patients. CONCLUSION: The prevalence of chronic pain was significantly lower in Myanmar than in Japan or Thailand. With regard to the site and treatment of chronic pain, no clear tendencies were observed between countries, suggesting that frequency and the character of chronic pain differ from country to country around the world.","2013 Nov-Dec","41992.04581018518","41992.04581018518","","603-608","","6","16","","Pain Physician","","","","","","","","eng","","","","","NCBI PubMed","","PMID: 24284845","","","http://www.ncbi.nlm.nih.gov/pubmed/24284845","","Adult; Aged; Chronic Pain; Cross-Sectional Studies; Female; Humans; Japan; Male; Middle Aged; Myanmar; Prevalence; Thailand","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"29CIPBU6","journalArticle","2013","Kristofersson, Gisli Kort; Kaas, Merrie J.","Stress management techniques in the prison setting","Journal of Forensic Nursing","","1939-3938","10.1097/JFN.0b013e31827a5a89","","BACKGROUND: The percentage of incarcerated individuals in the United States is currently close to an all time high, and more stressful places than prisons are hard to find. Because registered nurses and advance practice nurses are often the only healthcare providers readily available to prison inmates, nurses need a repertoire of effective strategies to minimize prisoners' stress-related symptoms and behaviors. PURPOSE: The purpose of this critical literature review was to identify the state of knowledge about using stress management techniques (SMTs) in the prison setting for reducing psychological problems and/or behavioral problems in male and female adult prison populations. METHODS: A comprehensive, systematic integrated literature search was performed using multiple relevant databases to identify studies using various SMTs for incarcerated adults. FINDINGS: Although clinical practice recommendations for the use of SMTs in the prison setting cannot be made with strong certainty, nurses working in the prison setting should continue to incorporate muscle relaxation, Transcendental Meditation, and certain Eastern meditative practices in the care of their clients because of the safety and possible positive impacts and practicality these methods have in this setting.","2013 Apr-Jun","41992.04581018518","41992.04581018518","","111-119","","2","9","","J Forensic Nurs","","","","","","","","eng","","","","","NCBI PubMed","","PMID: 24158133","","","http://www.ncbi.nlm.nih.gov/pubmed/24158133","","Autogenic Training; Biofeedback, Psychology; Cognitive Therapy; Eye Movement Desensitization Reprocessing; Humans; Meditation; Music Therapy; Prisoners; Prisons; Relaxation Therapy; Stress, Psychological","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MNGHG38A","journalArticle","2014","Vago, David R.","Mapping modalities of self-awareness in mindfulness practice: a potential mechanism for clarifying habits of mind","Annals of the New York Academy of Sciences","","1749-6632","10.1111/nyas.12270","","To better understand the neurobiological mechanisms by which mindfulness-based practices function in a psychotherapeutic context, this article details the definition, techniques, and purposes ascribed to mindfulness training as described by its Buddhist tradition of origin and by contemporary neurocognitive models. Included is theory of how maladaptive mental processes become habitual and automatic, both from the Buddhist and Western psychological perspective. Specific noting and labeling techniques in open monitoring meditation, described in the Theravada and Western contemporary traditions, are highlighted as providing unique access to multiple modalities of awareness. Potential explicit and implicit mechanisms are discussed by which such techniques can contribute to transforming maladaptive habits of mind and perceptual and cognitive biases, improving efficiency, facilitating integration, and providing the flexibility to switch between systems of self-processing. Finally, a model is provided to describe the timing by which noting and labeling practices have the potential to influence different stages of low- and high-level neural processing. Hypotheses are proposed concerning both levels of processing in relation to the extent of practice. Implications for the nature of subjective experience and self-processing as it relates to one's habits of mind, behavior, and relation to the external world, are also described.","41640","41992.04581018518","41992.04581018518","","28-42","","","1307","","Ann. N. Y. Acad. Sci.","Mapping modalities of self-awareness in mindfulness practice","","","","","","","eng","","","","","NCBI PubMed","","PMID: 24117699","","","http://www.ncbi.nlm.nih.gov/pubmed/24117699","","Attention; Awareness; Buddhism; Cognition; Humans; Learning; Meditation; Mind-Body Relations, Metaphysical; Mindfulness; Models, Neurological; Stress, Psychological","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q63ES9Q7","journalArticle","2013","Foureur, Maralyn; Besley, Karyn; Burton, Geraldine; Yu, Nickolas; Crisp, Jackie","Enhancing the resilience of nurses and midwives: pilot of a mindfulness-based program for increased health, sense of coherence and decreased depression, anxiety and stress","Contemporary Nurse","","1037-6178","10.5172/conu.2013.45.1.114","","Health workers in general, and midwives and nurses in particular, experience high levels of stress/distress due to the nature of their work and workplaces; and, their socialization into ways of working that minimizes the likelihood of self-care. Increasing interest in the development of resilient workers has meant an enormous growth in interest in the role of holistic practices such as mindfulness meditation. Kabat-Zinn's mindfulness-based stress reduction (MBSR) is one of the most commonly used by those seeking to practise, theorize or research mindfulness across multiple contexts. The primary aim of this study was to pilot the effectiveness of an adapted mindfulness-based stress reduction intervention on the psychological wellbeing of nurses and midwives. More specifically, we sought to test the acceptability and feasibility of a modified MBSR intervention to inform a future randomized controlled trial (RCT). The pilot study used a pre and post intervention design. Twenty midwives and 20 nurses participated in a one-day workshop, undertook to meditate daily for 8 weeks and completed pre and post intervention measures: general health questionnaire (GHQ-12); sense of coherence (SOC) - orientation to life and the depression, anxiety and stress scale (DASS). A subgroup took part in interviews or focus group discussions of their experiences of the program and their ongoing mindfulness practice. The quantitative findings included significant improvements on the GHQ-12, SOC and the stress subscale of the DASS. Qualitative findings support the acceptability of the intervention, and highlighted a number of issues related to feasibility of any future RCT. In conclusion, mindfulness practice holds promise for increasing individual and workplace resilience, however, meaningful research evidence from carefully constructed studies will be required to engage and motivate participation and organizational support.","41487","41992.04581018518","41992.04581018518","","114-125","","1","45","","Contemp Nurse","Enhancing the resilience of nurses and midwives","","","","","","","eng","","","","","NCBI PubMed","","PMID: 24099232","","","http://www.ncbi.nlm.nih.gov/pubmed/24099232","","Anxiety; Depression; Female; Humans; Mindfulness; Nurse Midwives; Nursing Staff; Pilot Projects; Questionnaires; Resilience, Psychological; Sense of Coherence; Stress, Psychological","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DV4WB2J5","journalArticle","2014","Hurley, Robyn V. C.; Patterson, Tom G.; Cooley, Sam J.","Meditation-based interventions for family caregivers of people with dementia: a review of the empirical literature","Aging & Mental Health","","1364-6915","10.1080/13607863.2013.837145","","OBJECTIVES: Providing care for a family member with dementia is associated with increased risk of adverse mental health sequelae. Recently, interventions utilising meditation-based techniques have been developed with the aim of reducing psychological distress among dementia caregivers. The present review aimed to critically evaluate the extant empirical literature in order to determine: (1) whether meditation-based interventions can reduce depression among dementia caregivers and (2) whether meditation-based interventions can reduce subjective burden among dementia caregivers. METHOD: After adhering to inclusion and exclusion criteria, a total of eight studies were included in the present review. Methodological quality was assessed using one of two scales dependent on study design. RESULTS: The results provide tentative evidence that meditation-based interventions do indeed improve levels of depression and burden in family dementia caregivers. CONCLUSIONS: The review highlighted the strengths and weakness of the studies' methodological designs. Whilst this novel review offers evidence in support of meditation-based interventions to improve the psychological distress of family dementia caregivers, future research should direct efforts to conduct larger scale, more rigorous studies. Clinical implications of the findings are also discussed.","2014","41992.04581018518","41992.04581018518","","281-288","","3","18","","Aging Ment Health","Meditation-based interventions for family caregivers of people with dementia","","","","","","","eng","","","","","NCBI PubMed","","PMID: 24093954","","","http://www.ncbi.nlm.nih.gov/pubmed/24093954","","Caregivers; Cost of Illness; Dementia; Female; Humans; Male; Meditation; Stress, Psychological","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VRJD8Q99","journalArticle","2013","Cramer, Holger; Lauche, Romy; Langhorst, Jost; Dobos, Gustav; Paul, Anna","Characteristics of patients with internal diseases who use relaxation techniques as a coping strategy","Complementary Therapies in Medicine","","1873-6963","10.1016/j.ctim.2013.08.001","","OBJECTIVES: To assess sociodemographic, clinical, and psychological characteristics of patients with internal diseases who use relaxation techniques as a coping strategy. DESIGN: Cross-sectional analysis among patients with internal diseases. SETTING: Department of Internal and Integrative Medicine at an academic teaching hospital in Germany. MAIN OUTCOME MEASURES: Prior use of relaxation techniques (e.g. meditation, autogenic training), perceived benefit, and perceived harm. Potential predictors of relaxation techniques use (sociodemographic characteristics, health behavior, internal medicine diagnosis, general health status, mental health, satisfaction, and health locus of control) were tested using multiple logistic regression analysis. RESULTS: Of 2486 participants, 1075 (43.2%) reported to have used relaxation techniques, 648 (60.3%) reported benefits, and 11 (1.0%) reported harms. Use of relaxation techniques was independently associated with female gender (Odds ratio [OR]=1.43; 95% confidence interval [CI]=1.08-1.89), higher education (OR=1.32; 95%CI=1.03-1.71), fibromyalgia (OR=1.78; 95%CI=1.22-2.61), and internal health locus of control (OR=1.27; 95%CI=1.01-1.60). Use of relaxation techniques was negatively associated with age below 30 (OR=0.32; 95%CI=0.20-0.52) or above 64 (OR=0.65; 95%CI=0.49-0.88), full-time employment (OR=0.75; 95%CI=0.57-0.98), current smoking (OR=0.72; 95%CI=0.54-0.95), osteoarthritis (OR=0.51; 95%CI=0.34-0.77), rheumatic arthritis (OR=0.59; 95%CI=0.37-0.93), good to excellent health status (OR=0.70; 95%CI=0.52-0.96), and high life satisfaction (OR=0.78; 95%CI=0.62-0.98). CONCLUSION: In a German sample of patients with internal diseases, relaxation techniques were used as a coping strategy by about 43%. Users were more likely to be middle-aged, female, well-educated, diagnosed with fibromyalgia, not smoking, not full-time employed, and not to have a good health status or high life satisfaction. A high internal health locus of control predicted relaxation techniques use. Considering health locus of control might improve adherence to relaxation techniques in internal medicine patients.","41548","41992.04581018518","41992.04581018518","","481-486","","5","21","","Complement Ther Med","","","","","","","","eng","","","","","NCBI PubMed","","PMID: 24050583","","","http://www.ncbi.nlm.nih.gov/pubmed/24050583","","Adaptation, Psychological; Adolescent; Adult; Aged; Cross-Sectional Studies; Female; Fibromyalgia; Headache; Humans; Male; Middle Aged; Relaxation Therapy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PP7WWUGZ","journalArticle","2014","Leach, Matthew J.; Francis, Andrew; Ziaian, Tahereh","Improving the health and well-being of community-dwelling caregivers of dementia sufferers: study protocol of a randomized controlled trial of structured meditation training","Journal of Alternative and Complementary Medicine (New York, N.Y.)","","1557-7708","10.1089/acm.2013.0170","","BACKGROUND: Caring for a person with dementia can be an unrelenting and burdensome task, one that is often detrimental to the caregiver's health, well-being, and functionality. The enduring stress and frustration of the caregiver role can also contribute to poorer outcomes for dementia sufferers. Building on growing clinical interest in the capacity for Transcendental Meditation(®) (TM; a relaxation technique) to reduce stress and anxiety in healthy workers, this study examines whether similar improvements could be experienced by dementia caregivers. OBJECTIVE: The study objective was to ascertain whether a TM program can improve psychological stress, quality of life, affect, and cognitive performance of dementia caregivers. DESIGN: The study was a pilot prospective, single-center, randomized wait-list controlled trial with two parallel arms. SETTING/SUBJECTS: Community-dwelling carers of persons with diagnosed dementia, residing in metropolitan Adelaide, South Australia, were included in this study. INTERVENTIONS: Participants will be randomly assigned to a 13-hour TM training program or wait-list control over 12 weeks. OUTCOMES: Primary outcomes include quality of life and stress. Secondary outcomes include affect, cognitive performance, cost-effectiveness, and study feasibility. Outcomes will be assessed at baseline, week 12 (postintervention), and week 24 (follow-up). RESULTS: Results are expected to be available early in 2014. CONCLUSIONS: This project responds to a need for robust evidence of the clinical and economic effectiveness of TM for the management of caregiver stress. If Transcendental Meditation is shown to be effective, it could indicate a simple, cost-effective, and easily implemented strategy to assist many of the growing numbers of caregivers to cope with the demanding and often difficult caregiver role.","41671","41992.04581018518","41992.04581018518","","136-141","","2","20","","J Altern Complement Med","Improving the health and well-being of community-dwelling caregivers of dementia sufferers","","","","","","","eng","","","","","NCBI PubMed","","PMID: 24044373","","","http://www.ncbi.nlm.nih.gov/pubmed/24044373","","Caregivers; Dementia; Humans; Meditation; Pilot Projects; Prospective Studies; Quality of Life; Research Design; South Australia; Stress, Psychological; Treatment Outcome","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TMAST93F","journalArticle","2014","Brewer, Judson A.; Garrison, Kathleen A.","The posterior cingulate cortex as a plausible mechanistic target of meditation: findings from neuroimaging","Annals of the New York Academy of Sciences","","1749-6632","10.1111/nyas.12246","","There has been an increased interest in mindfulness and meditation training over the past decade. As evidenced by exponential growth in the number of publications since the beginning of the 21st century, progressively more is becoming known about both the clinical efficacy and underlying neurobiological mechanisms of mindfulness training. This paper briefly highlights psychological models of stress that converge between ancient and modern day (e.g., operant conditioning); identifies key brain regions that, with these models, are biologically plausible targets for mindfulness (e.g., posterior cingulate cortex); and discusses recent and emerging findings from neuroimaging studies of meditation therein, including new advances using real-time functional magnetic resonance imaging neurofeedback in neurophenomenological studies.","41640","41992.04581018518","41992.04581018518","","19-27","","","1307","","Ann. N. Y. Acad. Sci.","The posterior cingulate cortex as a plausible mechanistic target of meditation","","","","","","","eng","","","","","NCBI PubMed","","PMID: 24033438","","","http://www.ncbi.nlm.nih.gov/pubmed/24033438","","Brain Mapping; Buddhism; Conditioning, Operant; Gyrus Cinguli; Humans; Learning; Magnetic Resonance Imaging; Meditation; Mindfulness; Models, Psychological; Neuroimaging; Stress, Psychological","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DRFQMICG","journalArticle","2014","Luders, Eileen","Exploring age-related brain degeneration in meditation practitioners","Annals of the New York Academy of Sciences","","1749-6632","10.1111/nyas.12217","","A growing body of research suggests that meditation practices are associated with substantial psychological as well as physiological benefits. In searching for the biological mechanisms underlying the beneficial impact of meditation, studies have revealed practice-induced alterations of neurotransmitters, brain activity, and cognitive abilities, just to name a few. These findings not only imply a close link between meditation and brain structure, but also suggest possible modulating effects of meditation on age-related brain atrophy. Given that normal aging is associated with significant loss of brain tissue, meditation-induced growth and/or preservation might manifest as a seemingly reduced brain age in meditators (i.e., cerebral measures characteristic of younger brains). Surprisingly, there are only three published studies that have addressed the question of whether meditation diminishes age-related brain degeneration. This paper reviews these three studies with respect to the brain attributes studied, the analytical strategies applied, and the findings revealed. The review concludes with an elaborate discussion on the significance of existing studies, implications and directions for future studies, as well as the overall relevance of this field of research.","41640","41992.04581018518","41992.04581018518","","82-88","","","1307","","Ann. N. Y. Acad. Sci.","","","","","","","","eng","","","","","NCBI PubMed","","PMID: 23924195","","","http://www.ncbi.nlm.nih.gov/pubmed/23924195","","Adult; Aged; Age Factors; Aging; Atrophy; Brain; Female; Humans; Magnetic Resonance Imaging; Male; Meditation; Middle Aged; Neurodegenerative Diseases; Neurotransmitter Agents","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W3RQWTHR","journalArticle","2013","Carlson, Linda E.; Doll, Richard; Stephen, Joanne; Faris, Peter; Tamagawa, Rie; Drysdale, Elaine; Speca, Michael","Randomized controlled trial of Mindfulness-based cancer recovery versus supportive expressive group therapy for distressed survivors of breast cancer","Journal of Clinical Oncology: Official Journal of the American Society of Clinical Oncology","","1527-7755","10.1200/JCO.2012.47.5210","","PURPOSE: To compare the efficacy of the following two empirically supported group interventions to help distressed survivors of breast cancer cope: mindfulness-based cancer recovery (MBCR) and supportive-expressive group therapy (SET). PATIENTS AND METHODS: This multisite, randomized controlled trial assigned 271 distressed survivors of stage I to III breast cancer to MBCR, SET, or a 1-day stress management control condition. MBCR focused on training in mindfulness meditation and gentle yoga, whereas SET focused on emotional expression and group support. Both intervention groups included 18 hours of professional contact. Measures were collected at baseline and after intervention by assessors blind to study condition. Primary outcome measures were mood and diurnal salivary cortisol slopes. Secondary outcomes were stress symptoms, quality of life, and social support. RESULTS: Using linear mixed-effects models, in intent-to-treat analyses, cortisol slopes were maintained over time in both SET (P = .002) and MBCR (P = .011) groups relative to the control group, whose cortisol slopes became flatter. Women in MBCR improved more over time on stress symptoms compared with women in both the SET (P = .009) and control (P = .024) groups. Per-protocol analyses showed greater improvements in the MBCR group in quality of life compared with the control group (P = .005) and in social support compared with the SET group (P = .012). CONCLUSION: In the largest trial to date, MBCR was superior for improving a range of psychological outcomes for distressed survivors of breast cancer. Both SET and MBCR also resulted in more normative diurnal cortisol profiles than the control condition. The clinical implications of this finding require further investigation.","41518","41992.04581018518","41992.04581018518","","3119-3126","","25","31","","J. Clin. Oncol.","","","","","","","","eng","","","","","NCBI PubMed","","PMID: 23918953","","","http://www.ncbi.nlm.nih.gov/pubmed/23918953","","Adaptation, Psychological; Adult; Aged; Breast Neoplasms; Female; Humans; Hydrocortisone; Meditation; Middle Aged; Mind-Body Therapies; Psychotherapy, Group; Stress, Psychological; Survivors; Yoga","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4NJDKWNH","journalArticle","2013","Bilderbeck, Amy C.; Farias, Miguel; Brazil, Inti A.; Jakobowitz, Sharon; Wikholm, Catherine","Participation in a 10-week course of yoga improves behavioural control and decreases psychological distress in a prison population","Journal of Psychiatric Research","","1879-1379","10.1016/j.jpsychires.2013.06.014","","BACKGROUND: Yoga and meditation have been shown to be effective in alleviating symptoms of depression and anxiety in healthy volunteers and psychiatric populations. Recent work has also indicated that yoga can improve cognitive-behavioural performance and control. Although there have been no controlled studies of the effects of yoga in a prison population, we reasoned that yoga could have beneficial effects in a setting where psychosocial functioning is often low, and the frequency of impulsive behaviours is high. METHODS: Participants were recruited from 7 British prisons and randomly allocated to either a 10-week yoga programme (yoga group; 1 class per week; N = 45) or a control group (N = 55). Self-report measures of mood, stress, and psychological distress were collected before and after the intervention period. Participants completed a cognitive-behavioural task (Go/No-Go) at the end of the study, which assessed behavioural response inhibition and sustained attention. RESULTS: Participants in the yoga group showed increased self-reported positive affect, and reduced stress and psychological distress, compared to participants in the control group. Participants who completed the yoga course also showed better performance in the cognitive-behavioural task, making significantly fewer errors of omission in Go trials and fewer errors of commission on No-Go trials, compared to control participants. CONCLUSIONS: Yoga may be effective in improving subjective wellbeing, mental health, and executive functioning within prison populations. This is an important consideration given the consistently high rates of psychological morbidity in this group and the need for effective and economical intervention programmes.","41548","41992.04581018518","41992.04581018518","","1438-1445","","10","47","","J Psychiatr Res","","","","","","","","eng","","","","","NCBI PubMed","","PMID: 23866738","","","http://www.ncbi.nlm.nih.gov/pubmed/23866738","","Adult; Aged; Analysis of Variance; Behavior Control; Cognition Disorders; Female; Humans; Male; Middle Aged; Prisons; Psychiatric Status Rating Scales; Psychological Tests; Questionnaires; Stress, Psychological; Treatment Outcome; Yoga; Young Adult","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6Q4RZUQI","journalArticle","2013","Vaccarino, Viola; Kondwani, Kofi A.; Kelley, Mary E.; Murrah, Nancy V.; Boyd, Linda; Ahmed, Yusuf; Meng, Yuan X.; Gibbons, Gary H.; Hooper, W. Craig; De Staercke, Christine; Quyyumi, Arshed A.","Effect of meditation on endothelial function in Black Americans with metabolic syndrome: a randomized trial","Psychosomatic Medicine","","1534-7796","10.1097/PSY.0b013e31829ac4f4","","OBJECTIVES: Psychological stress may play a role in metabolic syndrome. A consequence of metabolic syndrome is endothelial dysfunction, which is also influenced by psychological stress. We sought to compare the effect of consciously resting meditation (CRM), a sound based meditation, with a control intervention of health education (HE) on endothelial function in the setting of metabolic syndrome. METHODS: Sixty-eight black Americans with metabolic syndrome risk factors (age, 30-65 years) were randomized to either CRM (n = 33) or HE (n = 35); interventions were matched for frequency and duration of sessions and lasted 12 months. Endothelial function was assessed by brachial artery flow-mediated dilation at baseline and at 6 and 12 months. Arterial elasticity, metabolic risk factors, and psychosocial and behavioral variables were secondary end points. RESULTS: Although flow-mediated dilation improved in the CRM group for 12 months, this increase was not significantly higher than that in the HE group (p = .51 for the interaction between group and time). Non-endothelium-dependent dilation and arterial elasticity did not change in either group. Most metabolic syndrome risk factors showed beneficial trends in the CRM group only. A risk factor score counting the number of metabolic syndrome components decreased in the CRM group only (p = .049 for the interaction between treatment group and time). CONCLUSIONS: Among black Americans with metabolic syndrome risk factors, CRM, did not improve endothelial function significantly more than a control intervention of HE. CRM resulted in favorable trends in metabolic syndrome risk factors, which were examined as secondary outcomes.","2013 Jul-Aug","41992.04581018518","41992.04581018518","","591-599","","6","75","","Psychosom Med","Effect of meditation on endothelial function in Black Americans with metabolic syndrome","","","","","","","eng","","","","","NCBI PubMed","","PMID: 23788695  PMCID: PMC3774317","","","http://www.ncbi.nlm.nih.gov/pubmed/23788695","","Adult; African Americans; Aged; Brachial Artery; Elasticity; Endothelium, Vascular; Female; Health Education; Humans; Male; Meditation; Metabolic Syndrome X; Middle Aged; Pulse Wave Analysis; Risk Factors; Vasodilation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5AKFMXCH","journalArticle","2013","Rahimi, Sadeq","The ego, the ocular, and the uncanny: why are metaphors of vision central in accounts of the uncanny?","The International Journal of Psycho-Analysis","","1745-8315","10.1111/j.1745-8315.2012.00660.x","","I am my own twin, Always with me, same as me, and always watching me! From interview with a psychotic patient Every man carries with him through life a mirror, as unique and impossible to get rid of as his shadow W.H. Auden, 1989, p.93 I cannot urge you too strongly to a meditation on optics. Jacques Lacan, 1991, p.76 This paper outlines the basic arguments for a reading of the notion of the uncanny that draws on direct and metaphorical significances of the ocular in the development of human ego. It is argued that a specular-oriented reading of the uncanny as made possible through Lacan's model for ego development introduces a significant analytic device capable of explaining diverse features of the uncanny experience that escaped the traditional phallic/castration-based reading. To examine this claim, evidence is presented from a number of contexts to demonstrate how uncanny experiences are typically constructed through and associated with themes and metaphors of vision, blindness, mirrors and other optical tropes. Evidence is also presented from a historical point of view to demonstrate the strong presence of ocular and specular themes, devices and associations in a tradition of literary and psychological writing out of which the notion of 'the uncanny' (including Freud's own formulation) emerged. It is demonstrated that the main instances of the uncanny, such as doppelgangers, ghosts, déjà vu, alter egos, self-alienations and split personhoods, phantoms, twins, living dolls and many more in the list of 'things of terror' typically share two important features: they are closely tied with visual tropes, and they are variations on the theme of doubling. It is then argued that both of these features are integrally associated with the developmental processes of ego formation and self-identity, thus explaining the strong association of the uncanny accounts and experiences with ocular and specular motifs and metaphors.","41426","41992.04581018518","41992.04581018518","","453-476","","3","94","","Int J Psychoanal","The ego, the ocular, and the uncanny","","","","","","","eng","","","","","NCBI PubMed","","PMID: 23781831","","","http://www.ncbi.nlm.nih.gov/pubmed/23781831","","Ego; Humans; Metaphor; Personality Development; Psychoanalytic Theory; Vision, Ocular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QFZVZC29","journalArticle","2013","Jindal, Vishal; Gupta, Sorab; Das, Ritwik","Molecular mechanisms of meditation","Molecular Neurobiology","","1559-1182","10.1007/s12035-013-8468-9","","Meditation is a complex process involving change in cognition, memory, and social and emotional control, and causes improvement in various cardiovascular, neurological, autoimmune, and renal pathologies. Meditation also become widely used in medical and psychological treatment therapies for stress-related physical and mental disorders. But still, biological mechanisms in terms of effect on brain and body are poorly understood. This paper explains the basic changes due to meditation in cerebral cortex, prefrontal area, cingulate gyrus, neurotransmitters, white matter, autonomic nervous system, limbic system, cytokines, endorphins, hormones, etc. The following is a review of the current literature regarding the various neurophysiological mechanisms, neuro-endocrine mechanisms, neurochemical substrates, etc. that underlies the complex processes of meditation.","41609","41992.04581018518","41992.04581018518","","808-811","","3","48","","Mol. Neurobiol.","","","","","","","","eng","","","","","NCBI PubMed","","PMID: 23737355","","","http://www.ncbi.nlm.nih.gov/pubmed/23737355","","Autonomic Nervous System; Brain; Cytokines; Humans; Meditation; Neurosecretory Systems; Neurotransmitter Agents","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
